;business_id;cool;date;funny;review_id;stars;text;useful;user_id
5336045;RJZK4XXMXYcu9NeLOWMP5A;2;2015-05-10;2;zwrevpgf2k7T3x20qr4D1A;1;"I have never in my life been in such an establishment in my life. I am still in the salon as I type this. I used to come to Elaine's a long time ago but this was before intricate nail art had become a thing and the staff wasn't really on board yet. My friend continued to come here because of their late hours and her late work schedule. I came along with her today to keep her company and am appalled by what I've seen. 

My friend had nails that have grown out, 3 weeks old, and it was time for a fill. There was minimal lifting on a few of her nails and obvious grow out; because of said lifting the ""tech"" decided they needed to be completely removed and redone. I think that alone is bullshit, my tech who I have seen many times files and clips the lifting   and includes that in part of the fill, but whatever! You wanna take them off take em' off. Does this woman offer to soak the nails and buff them down? Absolutely not! Let's grab nail tip and pry them from her nail beds which 90% of the acrylic is still attached to. After 4 fingers and now bleeding thumb my friend expressed her pain and requested they be filed off or something else. The woman continues to pry nails away and make plenty of jokes to lighten the mood. I would have left immediately but my friend can be soft spoken and very nice. My friend continually snatches her hand away in pain then the woman decides she's had enough gets a bowl to soak off the last 4 nails!? 

My friend will not be returning here if I have anything to do with it nor will I set foot in here again. Elaine is a nice woman with an obviously successful business but that cannot excuse the ignorance of this employee.";8;TLLpIA8b69CvkXMulbz5mQ
3153544;c-7xyTtDINwI3yY8QkQTDw;0;2014-11-13;0;iR8u_blarbzod4R5QdkWsA;5;Relatively new location conjoined with a Hampton Inn as well just on the other side. In between both locations in the corridor  it houses a very nice fitness center. Meals are great hospitality is wonderful and my first choice when in Calgary;0;NRfUgTFiCm5pjSYjW8hQyg
3110733;eLkNF-w5upg3OsQYG-GBRA;0;2011-10-16;0;x8WKbs7KoxXglKMzsSpQFg;2;"I went here to grab a morning beverage, after walking by its cute exterior a few times. the exterior is more interesting than the interior..me thinks. Not that the interior isn't bad, but its small, and it feels..a bit sterile. Like a really, really clean ice cream store (I have no idea where that descriptive came from but hopefully you get a sense).

Ok, so I ordered a basic coffee, which was reasonably priced just under $2. However, I would say the serving size of a small is around ~10 ounces. I find in other independant coffeee shops, their small is closer to 12-14ounces. The coffee was strong, if you like starbucks, you will like this coffee. I personally I prefer more flavourful/milder blends. 

The food options were a little on the higher side, and nothing in particular stood out at me. They do have cookies, sandwiches, that kind of thing.

The service was friendly. I should mention when I went in there around 930am, the place was empty.

I suggest heading ~10 shops west on Queen to T.A.N. More cozy atmosphere and better selection of drink/food options.";0;ouS-Douov6w19Xly4aKLHQ
4478880;k-XN0KuOWPU5xZlfXOVSlA;2;2015-02-28;0;4dPSLAgFV4DN262gfeNu4g;5;I love this place! Excellent asian food. I've eaten Pho at a lot of places & they really knock it out of the park. The broth is perfect & the beef is the best I've had in Pho soup. My wife loved the Steak & Egg Rice Bowl & our small bites were fantastic as well. We had the spring rolls & Kyoto dumplings.....both were perfectly done! We will definitely be back in the future!;6;ULTy0ylZzsiPdldmvx9fAw
1287950;SkSkWld_ijmWVEDo9_ztKw;0;2014-10-30;0;6Swp--O9QBYL8t31uBaHeg;5;Still eating here regularly, food is top notch, tasty as ever. Super impressed with consistency. Usually after the newness wears off, the food can begin to taper off, but not here. Still our favorite !;0;9Rq3rTYXmo8S6ZHCxT52iQ
1261173;_DPJ_PHJnXsuhYhsgBA0Xw;0;2015-07-23;0;4gFpEWmUR2YT-95s2kVc2w;1;Cool entrance, fancy table, awesome wine...that is all. Must have been an off night but the place was not crowded - so I would expect the kitchen to be extra careful. We started with the Oysters Rockefeller. Just diaster. Looked like an artichoke spinach dip with oysters at the bottom. Waiter noticed and took them off our check. My girl and I shared the $100+ Porterhouse Steak. As soon as it hit the table (it was cooked right medium-rare) the fries were cold and the steak was dry. The entire top was extremely dry...no moisture, extra chewy, and it lacked seasoning. How does medium-rare steak not have a juicy texture. It was almost like a dry Roast beef. We sent it back and passed on dinner. Unfortunately, we just had the asparagus. Celebration gone wrong, but the drinks were good. We also noticed that the table across from us had a similar problem. The kitchen was not on its A game. Huge upset.;4;31U_5uD9uSJeE2iz_37CBA
4655889;Aj0cXUFPVR5R-EaLWtkDMg;0;2014-12-26;0;cT5kdD3yknjKJGoj-mi6rQ;5;The grilled hot wings are awesome and the beer is cold. Lots of TVs for the games and friendly wait staff.;0;VKEy2rsHMS9w0dx7zgp1sg
726206;wygqdsRpyEWUtZL-biMsgw;0;2017-04-16;0;LCLj0LHeXNGdVhXkdYXvDA;1;All I have to say is I ordered a steak dinner and it was a 3oz steak medallion with CANNED green beans and CANNED potatoes...... that's all. Worst place ever!!!! I wish I would have taken a picture;1;nldp0chdyawDDpdJZCogzQ
2590659;-httBl6DSZiUtDX4SQWtag;0;2017-10-22;0;XaZafJ6tnyP9eFwNSZRxLg;4;Split a pizza. It came out quick and was really good. Not many tables but we were there for lunch on a weekday. I can't wait to go back. The only reason for 4 and not 5 is the place was a little dirty but that's what you get sometimes in the Strip. The food was worth it though.;0;jy0vub-IcRYLAvic_ZB4Bg
3769365;1_jvFRQjcRVfd9LdOLvI8A;0;2007-01-28;0;wXCeYYsg2ZcIv77jN7BFMg;4;Definitely a great Irish pub!  I was a little disappointed that the downstairs is completely all smoking tables since that seems to be where it is the liveliest but in all reality, it wasn't that smoky so we ended up eating downstairs anyway.  I ordered the Shepherd's Pie which was veryyy good, definitely recommend it!  The decor is very authentic and could definitely see this place getting pretty crowded later on at night since the upstairs and downstairs are really not that big.  However, would recommend it as a place to check out if you are visiting Charlotte!;2;Gmm8Dpri6Mrqz-a3ttZSgw
5562337;-sUf12Imjs68dBrmELiwzQ;1;2015-01-07;1;gYBFCFAP1sV_5xZfMIfaxg;3;"Always glad to check out a new restaurant in my neighborhood.  Yama Izakaya is located in the same strip mall that houses Healthy Home Market and Bistro Le Bon.
My friend was seated and waiting on me.  It was fairly busy for a Monday night..  We noticed nice brick work on the walls.  There are thick ropes that serve as dividers between tables that had a nautical feel.  Alternative rock music played in the background.  So pleased that it was not cheesy pop!
Because I checked in on Yelp, we were rewarded with free edamame!  We also ordered the tempura shrimp and vegetables as a starter.  The serving was small, and the tempura seemed less crisp than what I have experienced, but it tasted fine.
For my entree, I ordered the vegetables and buckwheat noodles.  My friend ordered the same with shrimp.  And, of course I asked for hot sauce.  A small saucer arrived, and because I only had chopsticks, there was difficulty scraping out the remaining sauce.  So, I asked for another saucer of hot sauce.  Yes, I know.  I have a problem. The entree itself was good, but there was nothing that was particularly outstanding about it. 
The ladies' bathroom handle had problems.  Someone had to open the door from the other side so that I could escape.
This is a newer restaurant, and I think that with time, it will evolve into an established venue.";2;Wus7S9rFi7xYxmNgFm0UOQ
3526972;2rZy8hefL26IEpyA-sPQ-A;1;2014-10-25;1;i7dNG1zsWPAHwqxqHJzDIQ;5;"Celebrated my birthday at Carmen and then followed up with drinks at naawlins.  I was completely blown away by what a fabulous night it turned out to be!  I was welcomed in with the sounds of finger-snappin foot-tappin live jazz and comforted by the smiles and laughter of the many new friends we made. Summer, our awesome gorgeous bartender made us some great drinks and gave me my favourite -  flaming shots! Woohoo !  Of course I had to follow this up with sexy dancing next to the guitarist,  singer, and pianoman and they were enjoying it just as much as I was. The band also took requests which made the experience even better.  I didn't try the food but Lord knows I'll be back to do that.  N'awlins is my new home away from home!!
FYI: 30+ crowd, moderately expensive,  weekend RSVP recommended for dining area.";1;fiAZB5jSD_JMoq_BZbQoQw
2929406;g8oxQ1Ji9mr9PMjhEfaWSg;0;2016-09-30;0;LRp_voQr5TWG85aPlEg8Yw;3;Good food, but a little over priced. The servers seemed like they are trying too hard, but, a great experience nonetheless. It's a worth a try, nothing more.;0;ePtYhQoe6jkJ0F8gCJ3fJA
2949137;ikUSTcW7AL4nKsBjx5co0w;0;2018-02-15;0;FQfYmxXdKbTpFIcEussDzg;5;It's rare to find a Hakka restaurant that does great Asian and Indian food like this one!  Usually Hakka restaurants excel at Chinese/Thai cuisine but falter on the Indian fusion.  But this place is exceptional at both!  I was surprised at how amazing the Indian dishes were including tandoori chicken, butter chicken, and the amazing eggplant dish.  They were better dishes than many dedicated Indian restaurants can make.  Can't decide on whether you want to Chinese, Thai or Indian food tonight?  You don't have to choose because this restaurant can make all those cuisines amazingly!!;0;0-BQfUKMcI0dX_OiaGlJjA
5316780;GEvolb_U74NXgfgdxrVtyQ;0;2017-03-25;0;T1RK8It4asa3_GVKQfbc-w;4;My group came here after finishing some escape rooms famished. We immediately ordered a large sushi platter, with two signature rolls--- the fire attack and gold star rolls. In short, excellent value, delicious, fresh, and well-made sushi. The platter had a decent variety ranging from your salmon nigiri to rainbow rolls and futo maki. The Fire Attack roll arrived at our table aflame and was an enjoyable bite of smokey, savoury, sweet, and crunchy all in one.  That night, they also served tables grilled cod cheek? I believe, which was also a welcome addition. After everything was said and done, bill came just under what we'd normally spend at an AYCE, but I'd say the quality well above the average AYCE. For that, this place comes recommended.;0;iCMGR_a7BuFPqZBw-IPNiA
1456753;DnpyaIwBnUQ7kgaX8y2jVw;1;2014-08-13;0;IrpNtQxPe9QU0vrY84g-vg;4;I had quite a bit of fun seeing these animals. It was a nice day & the animals were cooperative with all my picture taking practices. Grounds are well kept & animals seemed socialized.;2;PtzQ3wqnAU1YmnmfE_AfZA
2372779;tY8SvyCXjfJ6OAW9wcXDhw;0;2018-04-06;0;h-b79uZ_eO7CUdiw3M-aBQ;5;"Wonderful family owned business! Everything here is fantastic from the moment you are greeted by the pleasant server and wait staff to the melt in your mouth Gnocchi and Calamari we enjoyed!
  We just moved into the area and I think we found our regular spot! Need to bring a picture for the nonna wall next :)";0;kY_c-5dC7T8EDBZu3CxtxA
1577793;ZOmf-3NN4Z59b2Fw6VAM7g;1;2017-02-06;1;k1kZJ-l6xiDZvP5VF6A2Cw;5;Great breakfast must try the hazelnut pancakes, portion sizes are perfect, real potatoes ! Great hospitality overall great local breakfast spot must try!;1;T33xZ160SNhojOmoAHNWYA
4102175;2vJCKPNaw98Yi7_hb4sibw;0;2018-01-07;0;aQTy63k050z4BeVzzn_c0g;1;"Unfortunately what the previous people have said on here is true. Clarence Ferguson is a CON-ARTIST, THIEF, and a LIAR! I have known Clarence for 4 years, so thought it couldn't be true, but unfortunately as soon as I got too close, as in paid him $300 for training, he tried to scam me. He asked to ""borrow"" $300-$400 and said he would pay me back in a couple days. Thank goodness for Yelp and the helpful people on here who wrote these honest reviews! I checked him out and didn't loan him the money! I am still out $300 though, since I paid him for training and used 1 session! After reaching out to Clarence about a refund, I got the run around and he wanted to discuss his work ethic rather than pay me my money. I reached out to the owner of Live Jacked Training Studio which is where he's training now. Michael was great and tried to be super helpful, except that Clarence only rents space there. He is not an employee of the gym, so I didn't feel right about posting a negative review on their Yelp account. Anyway, women & men should watch out for this guy! Bad news!";1;z0m4389sbagTdo6QDXeKOA
5106358;c6x--m65BpZXfR2fIjmBMA;0;2018-04-30;0;ubsLJuEL1nlp3_JIzwg-Ug;3;I really like this place but last few visits they been changing...lately when I order my shrimp Caesar wrap, all the shrimp is together on one half, and whole cherry tomatoes on the other half...wtf. I have to open it up and mix the ingredients lol.;0;FRkt9z9q7baMTMAVQalatg
5586753;N8Rwk4XrKaHYXXninuxg9Q;1;2018-06-03;1;CjU10H99oiasQKToUKgJCQ;5;"We decided to host our engagement/my birthday party at home and wanted someone to come in and do what I call the heavy-lifting. We wanted to enjoy our party and not think about the work involved to feed 100ish people, fill the coolers, and chase down empties. 

We contacted Chef Michael and explained our vision and immediately received a proposal with a stellar menu and all the notes that met our needs: staffing for the food, bussing, bartending... the works! 

I was excited leading up to the party, and I can tell you that we were blown away by the professionalism, knowledge, affability of the staff and genuine care for their guests. Fully self-contained and beautifully crafted displays, bar, furnishings, everything. They came to the house and looked at the spaces and made an easy-flowing, guest-centric setup that could not be beat.

The food was fresh and tasty, and every care was taken to gauge the crowd and their tastes; the dishes were rotated regularly and were set up by stations.

The variety was surprisingly broad considering the work that it takes to manage so much: beautifully grilled Chianti skirt steak, sous-vide salmon filets, the juiciest chicken, and all with the freshest veg and orzo and salad.

These folks were with us for 10 hours and never faltered. Gracious and hard-working until the very end. They also filled our patio coolers with drinks and left us with perfectly packaged leftovers! 

Chef, thank you! We're already looking forward to the next time!";3;O9qq7z1dgyTi1bxdEIoVJA
4269333;lwxYmWqjmEZ0ukCsXC9Pfg;0;2017-12-04;0;8MN_AWAka9INj58EZq8Kyg;5;Love it! Amazing pizza! Nailed it! This pizza place serves Chicago style deep dish pizza, located in Bally's hotels outdoor plaza shops (Grand Bazaar Shops). Also, there's a very convenient carry out window if you want to just take a pizza to go! The restaurant part takes a long time, 40 minutes or so, to make your pizza fresh, so if you're short on time (like we always are!) we always do the carry out window instead! Must do while in Vegas - tasty!;0;07LSdbm_Sb3LHwrE0UkVUA
4510738;WGRpmHGkPxBnQ8HOZM7QLQ;0;2014-12-20;0;8EdklnMkx76rqR1ve6F0ow;5;"You have GOT to visit this place!  Picked it randomly as we were driving through McMurray and didn't want a long wait on a Friday night.  This is the real deal Mediterranean venue.  Start with the hummus with meat and pine nuts, it'll knock your socks off.  Also, you may want a side order of the in-house made yogurt for some ""heat cutting"" during your main entree.  It reminds me a lot of sour cream but slightly different texture.  For dinner, I had the Kafka (sp?), which is 2 skewers of lamb/beef sausages, served with rice.  Keep in mind this dish does have some heat!  The place is kid friendly and has a cool gyro platter.  My son also was gobbling down the pita triangles, which were fresh and amazing.  It is sort of behind Atrias, and you cannot see it from the front of this plaza.  The server was a sweetheart (Rena) and her husband was doing the cooking.  Try it!!";5;-w97ixdca92JmfcSot7FOQ
5823249;cKdox2gt3L1Dbb7MpOPdWg;1;2014-10-27;0;Soxy72r92DPCovAcndSw6g;3;"At Au Pied de Cochon, you will most likely experience the heaviest meal of your life. From the foie gras dishes to the duck in a can, everything is over-the-top indulgent. We decided to get a tuna confit salad and a tuna steak (the special of the day) to balance out the meat, but even the tuna steak was really, really heavy. 

If I had to pick my route to a heart attack though, I'd go with the foie gras poutine. It was godly... definitely a must-order at this restaurant.

Knocking off a star because of the horrendous wait time to get seated. We had an 8:30 reservation on a Saturday night but didn't end up getting seated until about 9:10. The hostess seemed like she didn't really know what she was doing, because all the reservations were backed up and there was a line going out the door. Lesson learned: don't come here at a peak time on a weekend.";1;OitrGq9nJqd0PeqSf3AcLw
2688538;vna49NPM-7B11tcFPTgnsg;0;2011-08-04;0;phPqwEQP045SzSGuE4PlCQ;4;"Here are some things I look for in a wine bar:

- A relatively diverse list of interesting, lesser-known wines (i.e. not the same ones you see prominently displayed at the SAQ). Check. Bonus points: The list has mostly bio-dynamic, natural wines. I've found a great bottle every time I've been here. Most recently, an intriguing Sauvignon Blanc from the Loire.

- A good selection of food that pairs well with wine, ranging from light and small to rich. Check. My favourite is the roasted beet, Greek celery, and goat cheese salad, probably the lightest thing on the menu. Their homemade charcuteries are also amazing, it's hard to go wrong with the cheese, and my friends loved the lobster tarte (I tried a bite - delish, rich).

- Cozy atmosphere, good for relaxing and chatting. Check. Chalkboard-chic, modern décor.

- Good service, knowledge and friendly servers. Partial check. The service isn't always the most attentive, and can be on the slow side.  But I wasn't in any particular hurry and it didn't really bother me.

- Reasonable prices. Check. Not cheap, but reasonable in the context of Montreal, I would say.

All in all, Le Comptoir makes it into my list of top wine bars in Montreal.";0;HQv3cpiQz4vd7LWyn7JH1Q
2309704;utIA0LyQmwP-9DRyxUe6qQ;0;2014-09-28;0;JW7Z26rTpBiA14viv3aF3g;3;"I think last time I gave them a higher rating.

So, the coffee is good. But when reading the cute 'story' of how the coffee was sourced I was distracted by the numerous grammatical and spelling errors. Yes, it does matter. 

Service? I preferred my server from my last visit, these servers today seem a bit trite (as I say, seem to me) or a tiny bit condescending. 

For breakfast I had the blueberry quinoa porridge, which was good. But...kinda expensive for value. Heads up, if you like this stuff (and I do), you can get it frozen at Trader Joe's, around the corner of the shopping center, and it's good.

Nonetheless, this is a great place to go to eat breakfast and(!!!) the music wasn't nearly so loud this time.";2;dgTyzURwVLZc-MN3VcGdow
3076530;svvTGglJ68ZTEX4o9iAuFA;1;2016-11-06;1;qNri_C4Lfbfu5xrFk2uZuQ;5;"We were in Charlotte for a hockey tournament and stayed here 1 night.

So many things stood out about this hotel! 

Loved the location! It was a quick 16 minutes from the ice rink! There are numerous shops and restaurant within walking distance!! (We went to Hickory Tavern and highly recommend it.)

Loved the look of the hotel! Very modern with awesome finishes! Beautiful hallway carpet, tiles and wallpaper. VERY CLEAN!!!!

Loved our King suite! Comfortable bed! Large shower. Separate toilet (water closet) from shower. Small fridge and microwave. Separate seating area was nice when I wanted to go to bed and my husband wanted to watch TV.

Amenities included FREE HOT BREAKFAST (always a huge bonus in our book). Gym and pool (which we didn't utilize but liked the option). Small area with snacks near front desk. Yes, overpriced but still available if needed. 

As for the hot breakfast, it was fantastic! Today for hot options they had cheese omelets and pork sausage links (both very good), assorted bagels, breads and muffins, cold cereal, oatmeal with variety of toppings, fresh fruit (apples and bananas), juices and coffee. 

THE ONLY NEGATIVE was that there was a HUGE swim team there. All. At. Once. Literally, 100+ kids. It was a circus. And they had ALL their bags down there literally blocking off a huge walkway. I am quite surprised that the chaperones didn't have the kids come down in a few different shifts. I wish I took a picture because it was absolutely insane. We took our breakfast back up to the room (before we had an anxiety attack from the crowd).

My suggestion to the hotel would be to get a conveyer-type toaster it would allow for quicker toasting with large groups. They currently had a small 4 slot toaster, which (1) took forever to toast, (2) was in a crowded corner, (3) had a HUGE line waiting for it. My bagel, despite being in for quite awhile was barely warm but because of the line behind me, I didn't want to wait even longer. 

Staff was friendly.

I was a bit troubled to read numerous reviews of cars/vehicles being broken into... That's unfortunate. We didn't have any issues.";1;kiHby7Jotm24QDM3SB32LA
5765005;caGXS6ubNTlv91ZZyoirjQ;0;2010-12-11;0;c15LuUHqRao0DLdzN8tbgg;4;"Want to stack the cards on getting a heart attack before any of your friends?? Get a meal here!!! ;) 

Fries, slaw, meat, cheese, dressing, giant rolls of bread... it all adds up to one amazingly yummy Primanti Bro's dinner! Its not nearly the only place in the country that does this kind of sandwich, but its the only one I know of in Pittsburgh that does... so go for it! :)";1;aZ7mxYh8niIIsX6_HPb2mQ
3467680;XcLgN9BIH6g4ZM1wEe6Nag;0;2018-03-07;0;Ol83oIdnM3UoV1E_edVtgg;5;Grand Master Kim and his staff are great with kids and adults. Very patient and caring. Instills self confidence and discipline in students.;0;W3iZgy2jGRMlx3TfpFaNFg
5137581;Ae5S7cr7TlRUMLOa6E6f0A;0;2009-02-03;0;KuUKC99WavvOUp0P2YqDSg;4;"Yum.  I haven't had a bad dish here in ten tries, and the chips and salsa are addictive.  What more can you ask for?

Eating there isn't anything special other than the food is piping hot.  The dining area is pretty basic.  I usually get takeout, which survives the five minute drive home just fine.  Winners:

* Mexican pizza, loaded
* Green chili anything
* Chimichangas
* Tacos
* Burritos enchilada-style";1;y1D2XeZmbQUuQ2ruAr6czQ
149060;lgiRhc1FIC5_c3d-M69sXg;1;2010-12-07;3;2L8YwcokSAUGU1TwcP4_hw;2;"I just find the whole Crave craze a bit silly...it's the total pull on your Lulu's & big sunglasses, grab your Starbucks latte & Coach purse & stand in line for an hour because you've hopped on this bandwagon type of thing.

I've gone into the Kensington location maybe twice. The cupcakes are darling and the store has that retro feel to it, that is also very cute. The service was not exactly rude, but not very friendly - just short and hurried.  All the other times I walked by on a weekend, it was closed after being open only a couple of hours because they had sold out.

As for the cupcakes...they are decent.  I don't find the cake part itself very impressive; it basically tastes like any homemade cake that you can get anywhere or make yourself.  The icing is what has really put Crave on the map - it's sinfully sweet (like almost too sinfully; I wish they'd lean a bit more to the un-sinfully side of things), ultra cute and fluffy.  They are not shy with the icing - which is mostly good because there is nothing wose than stingy icing, but they've gone a little overboard.  In fact, I can normally eat only half of a cupcake in one sitting before the sugar overload sets in.  I admit they are tasty, but I just don't think they are ""to die for"" or worth the price. 

As a side note, If the store is so popular that they are often closed hours before closing time (for years now) because they've sold out, maybe they should use that money and invest in putting out a higher volume of product? 

I know it's a super trendy spot, but I don't think it lives up to the hype enough to make it worthwhile.";3;KEYpAE_iHEwFJrEihvZjzQ
383033;pLuKJPD6gKnzfbuQqJ1A3Q;0;2017-09-21;0;tWWgXF77GmrD4RvDyVcf5w;5;New to Phoenix, I had no clue where to go. Thankfully I was pointed in the right direction! Distance isn't the issue, and won't be at all. I don't mind it for the service and quality you won't find elsewhere. The owner Xuvi is a very profesional, hard working, talented barber. It's always clean and everyone is very welcoming. They're great with kids also. If you're thirsty they'll offer you a drink, when you're there it feels like you go back in time for a moment. I must say being a woman, it's amazing to be able to go to a barbershop full of men and feel completely comfortable. Thanks guys;0;zZu9NotHkoEIi0OsaH0KAg
2966375;odf1Qm0v03gsmaEz4PlQyA;1;2017-12-08;1;e0x_1O_FJGbxSCpdMDtarg;5;"Super easy hike doable for the whole family! I wouldn't recommend this trail for the elderly or anyone in a wheelchair. Very steep and uneven pavement throughout. 

It took maybe 10-15 minutes to get to the Falls. It's right past the bridge! SO BEAUTIFUL! You can climb down to the Falls if you want. The roots in the ground kind of pave steps you can use to access the Falls. Great spot to just clock out for a few minutes or snap some sweet photos. 

I think this is my new favorite spot!";1;JSeKAxOqi-97y8fx5vnNSg
3066687;WbJ1LRQdOuYYlRLyTkuuxw;2;2017-12-04;1;e7lZBai5ZGJGuPJwHGxfSg;3;"This place gets a solid ""4"" for ambiance! It's really cute, and the decor was kindof modern-rustic. Our server was also very sweet and efficient, which is very important to me.

But I don't go out to eat just for looks and service. I ordered their crab cake benedict and it was so bland, an issue that others in my party also complained about in regards to what they'd ordered. The bananas foster pancakes looked nothing like the picture; instead they just looked sloppily thrown together and completely unappetizing. One thing I frown upon is lack of effort in presentation, especially if the flavor is lacking. According to the recipient of these pancakes, they were entirely too sweet. Yuck.

I'd return to try their drinks, perhaps, but if I never returned I'd be ok, which actually disappoints me.";2;_IAkGZyZMKhPpIw08mrZvw
3285243;b2KAyLz1JoyVDhI3r9oWtA;0;2018-01-08;0;BzORRdWF9nOTxCNGXeUiHg;2;Since moving over to spectrum our internet has been terrible. It constantly shuts off in the middle of major work projects as well as forcing you to buy boxes and ultimately making more money. Definitely a bait and switch. Terrible service and not great quality.;0;qsuHoKXb-CfhmzssyXZtCQ
4852998;aIBvcOjkAURJJ-UH0G-s0g;2;2009-12-22;0;J68atlZuRQj8YGkOA49lQA;5;"The pizza here is good, but this place is really all about the panzarotti ($5): a giant pocket of perfect dough, with amazing tomato sauce, and tons of mozzarella. It's almost ridiculous how much cheese is in a Bitondo's panzarotti, it just oozes out when you bite in. I've taken some people here that complain the panzas are too greasy and heavy. So, if that's not your thing, you might want to steer clear.

I'm pretty sure nothing about this place has changed since it opened several decades ago. And, that's exactly how I like it. When you have something that works don't mess with it. If you're looking for something quick, cheap, and amazing avoid the overpriced, trendy places on College and walk a block south to Bitondo's.";1;Dn8PSKgNszrWjyfu6l9NOw
5092093;3l54GTr8-E3XPbIxnF_sAA;0;2015-03-16;0;dJhsL2lPNHgti6_kqYqTzw;5;Yummmm yummy yummy yum yum Mac and cheese burger to die for. Split the burger  still stuffed tots tots tots we'll worth any wait time.;0;xmq6DuRyKVEj5DlvrJvmIg
5920195;kN9JRpeG-JRXwSs7YzMwPg;0;2017-02-20;1;aGCUSk8JFLOkz09VMlKSIg;4;"I like this place.  I go to quite a few Starbucks places - even at the airports!

Nicely located.  Plenty of parking.  Drive through.  Lots of seats.  Superfast internet.  NOW - the single serve fresh brewed coffee.  What?  Saeco on steroids!?!?!?!?! COOOOOOL!

Got my coffee order was metered, ground, and served to me within seconds - or around that!

I like it!  I hope more places get this upgrade - fresh coffee and not getting the bottom dregs!

Cheers!";0;i7QG1ixeuFwpemeLvmRKHA
2300431;x5Jdh1LKTmzZsS0fJGZnRw;0;2014-04-15;0;MX8j8ksxuhngEuW-34FFNg;4;"I came here to get my watch battery replaced. The actual service was super quick but it took about 15 minutes for someone to come out and assist me when I first walked in. Otherwise, I would have given a full 5 stars. 

Regular price is $10.75 for a battery replacement but I checked in on yelp and got 10% off... $9.67 total for a new battery. I have paid more at other places so I was very satisfied with this price. 

The guy that assisted me was nice. He didn't know about the yelp deal and was a little confused but still gave me the discount anyways. I'll be coming here in the future for any battery replacements. 

The only thing I absolutely did not like was that they didn't give me a receipt. I paid cash and just walked out. Didn't even realize it until after I left. It's not that big of a deal but if anything happens, I'd have no proof that I was even there *shrugs.";1;3r9BVzKJ7jA4SCDgjhBzZQ
4144393;1HnYxHZw2icWQ7-T4AmQ0Q;0;2016-02-24;0;ecKsWUFWKO3C9o_2G_Baqg;5;One of my favorite dives in all of Phx metro.   Pizza is amazing.   The homemade chees esticks could be the best I have ever had.    Also the Italian beef is solid.;0;h7XYi_qPGTE95Hz4nzKjvw
3404496;p-9tfaYQrfz0FlvsOVDVUA;0;2017-06-06;0;-RgtKXSxSEGBTGeZIWoWvQ;4;Nice facility. Very well staffed location. Went for mother day. Mother get free lane fees :) we went right near closing but still had enough time to shoot a session. They fudged up on the billing .. but corrected it quickly. Nice range great location. I little pricy but a great place to shoot your equipment.;1;PaNO-eyIdrdZnF5FeNjd4Q
4224897;K_tsB5Fl1hxcqMdH3uhHvQ;0;2012-11-13;0;os0C7UiSRbtZaRLWDObZkA;2;"I almost gave this 1 star but for some reason I end up back here from time to time so it couldn't be that bad right? 

I typically prefer chill bars and this is definitely not that. They do have beer pong in the back which is fun.  They have a dance floor though there usually isnt a ton of people dancing.  Drinks are over priced especially for the 10oz mix drinks.";1;oHdCkOf9gHSMhvJd4JbVrA
5441064;58QoAy7ggzj8ukeJ8YmKFw;0;2013-06-13;0;8D-6YqAtwv93qz5kAnER0A;2;"I had a much better experience when this place was Sunflower Market. Now that it's Sprouts, I feel completely unwelcome here. Not one person greets you. Not one. Not one person asks you if you need any help. Not one. And to top it off, today I got the worst attitude from two of their cashiers ( the short white middle-aged woman who appeared a bit rough around the edges and the young skinny black girl with short hair). First off, I wasn't even greeted when I came up to the register. I said 'hello, how are you?' to the cashier (the white lady) and she didn't even answer back, but seemed really annoyed. She didn't even look at me or make eye contact with me. Just started ringing and bagging me up, with this stoic 'I hate my job' look on her face. As I was putting my bagged items into my cart, I turned around and she was gone. In her place was the black girl. She didn't say hi either. After ringing me up and giving me my total, I swiped my card and put in my pin. The pin was wrong. I had just gotten this card and I thought I had memorized my pin number, but I guess not. My phone (that had my pin on it) was in my car, so I asked if I could run out and get it. The black girl rolled her eyes at me and exhibited complete and utter displeasure towards my question, as if I completely ruined her day. And she didn't even answer the question, she just sat there, rolling her eyes, hesitating as if, in that very moment, a magical money-fairy would come down and zap cash into my pockets with her magic wand. I asked her again, if it would be ok to grab my phone, and she eventually said that it was fine, but with this hideous attitude. So I ran out and grabbed my phone, which literally took less than a minute (the Spouts parking is an empty void most of the time, so snagging a parking spot right out front isn't that hard). Anyhow, I get back and the white lady is standing there again. I'm thinking, 'oh great, not her again' and of course, her reaction towards the situation is to be completely patronizing. Finally I leave. I mean seriously? I'm a regular customer here. My husband and I shop here every other Thursday. A little respect would be nice. It was already shameful enough that I had forgotten my pin number and had to run out to my car and grab my phone, holding up the line. Then to feel degraded by these incompetent nimrods on top of it. . . . well that was just completely unacceptable. Needless to say, I'm disgusted. My husband and I will be joining our local buying clubs (a far better option) anyway, so thankfully I won't have to put up with them much longer. 

P.S. in case anyone is wondering why I didn't just charge my card. Well, because I don't like doing that. I'm looking out for businesses that I happen to support such as whole food markets like Sprouts. I would rather my retailer not have to pay a fee to the bank every time I charge my debit card. But, I guess it doesn't matter when a business such as this, has idiot cashiers who conduct business in a gross manner. Screw them.";3;ErtKNkBDDXXynapuaZ4x7A
